,Unnamed: 0,flow ID, source IP, destination IP, source port, destination port, protocol, date, duration, TotalFwdPkts, TotalBwdPkts, TotLenfwdDL, TotLenfwdTR, TotLenfwdAPP, TotLenbwdDL, TotLenbwdTR, TotLenbwdAPP, DLfwdPktLenMAX, DLfwdPktLenMIN, DLfwdPktLenMEAN, DLfwdPktLenSTD, TRfwdPktLenMAX, TRfwdPktLenMIN, TRfwdPktLenMEAN, TRfwdPktLenSTD, APPfwdPktLenMAX, APPfwdPktLenMIN, APPfwdPktLenMEAN, APPfwdPktLenSTD, DLbwdPktLenMAX, DLbwdPktLenMIN, DLbwdPktLenMEAN, DLbwdPktLenSTD, TRbwdPktLenMAX, TRbwdPktLenMIN, TRbwdPktLenMEAN, TRbwdPktLenSTD, APPbwdPktLenMAX, APPbwdPktLenMIN, APPbwdPktLenMEAN, APPbwdPktLenSTD, DLflowBytes/sec, TRflowBytes/sec, APPflowBytes/sec, FlowPkts/sec, FlowIAT_MEAN, FlowIAT_STD, FlowIAT_MAX, FlowIAT_MIN, TotalFwdIAT, fwdIAT_MEAN, fwdIAT_STD, fwdIAT_MAX, fwdIAT_MIN, TotalBwdIAT, bwdIAT_MEAN, bwdIAT_STD, bwdIAT_MAX, bwdIAT_MIN, DLfwdHdrLen, TRfwdHdrLen, APPfwdHdrLen, DLbwdHdrLen, TRbwdHdrLen, APPbwdHdrLen, fwdPkts/sec, bwdPkts/sec, DLpktLenMEAN, DLpktLenMIN, DLpktLenMAX, DLpktLenSTD, DLpktLenVAR, TRpktLenMEAN, TRpktLenMIN, TRpktLenMAX, TRpktLenSTD, TRpktLenVAR, APPpktLenMEAN, APPpktLenMIN, APPpktLenMAX, APPpktLenSTD, APPpktLenVAR, ActiveMEAN, ActiveSTD, ActiveMAX, ActiveMIN, IdleMEAN, IdleSTD, IdleMAX, IdleMIN, frameSrc, frameDst, TotPktsInFlow, firstPacketDIR, mostCommonREQ_FUNC_CODE, mostCommonRESP_FUNC_CODE, corruptConfigFragments, deviceTroubleFragments, deviceRestartFragments, pktsFromMASTER, pktsFromSLAVE,Label
8310,205,192.168.1.12-192.168.1.9-40017-20003,192.168.1.12,192.168.1.9,40017,20003,6, 15/05/2020  01:12:03 ,118062193,65,67,556,491,361,1357,1290,1022,17,8,8.553846154,1.976666775,16,7,7.553846154,1.976666775,14,5,5.553846154,1.976666775,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,16.20332429,15.08526951,11.71416492,1.118054787,901238.1145,982646.8787,2001815,165,118061830,1844716.094,479430.2617,2002006,25551,118061986,1788817.97,565671.5295,2002077,25648,650,65,130,670,67,268,0.550557281,0.567497505,14.49242424,7,282,39.2067326,1537.167881,13.49242424,6,281,39.2067326,1537.167881,10.47727273,2,277,39.069026,1526.388793,0,0,0,0,0,0,0,0,4,17,132,MASTER,1,129,0,0,0,65,67,DISABLE_UNSOLICITED
3151,271,192.168.1.11-192.168.1.10-36479-20002,192.168.1.11,192.168.1.10,36479,20002,6, 15/05/2020  00:36:02 ,118034672,65,67,556,491,361,1357,1290,1022,17,8,8.553846154,1.976666775,16,7,7.553846154,1.976666775,14,5,5.553846154,1.976666775,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,16.20710227,15.08878679,11.7168962,1.118315473,901028.0305,970241.7683,2000721,301,118033914,1844279.906,421984.0972,2001368,178860,118033908,1788392.545,523468.4035,2001332,301,650,65,130,670,67,268,0.550685649,0.567629823,14.49242424,7,282,39.2067326,1537.167881,13.49242424,6,281,39.2067326,1537.167881,10.47727273,2,277,39.069026,1526.388793,0,0,0,0,0,0,0,0,3,18,132,MASTER,1,129,0,0,0,65,67,DISABLE_UNSOLICITED
3798,918,192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.9,34422,20002,6, 15/05/2020  03:18:06 ,118054163,66,68,570,504,372,1364,1296,1024,17,8,8.636363636,2.072800882,16,7,7.636363636,2.072800882,14,5,5.636363636,2.072800882,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.38231089,15.24723868,11.82508066,1.135072213,887625.2857,972002.2025,2000544,566,118053261,1816204.015,491287.5674,2001288,25965,118053375,1761990.672,573291.8375,2001305,593,660,66,132,680,68,272,0.559065418,0.576006794,14.43283582,7,282,38.91622925,1514.472899,13.43283582,6,281,38.91622925,1514.472899,10.41791045,2,277,38.78110898,1503.974414,0,0,0,0,0,0,0,0,3,17,134,MASTER,1,129,0,0,0,66,68,DISABLE_UNSOLICITED
8359,256,192.168.1.11-192.168.1.9-34422-20002,192.168.1.11,192.168.1.9,34422,20002,6, 15/05/2020  01:38:04 ,118056299,66,68,570,504,372,1364,1296,1024,17,8,8.636363636,2.072800882,16,7,7.636363636,2.072800882,14,5,5.636363636,2.072800882,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.38201448,15.24696281,11.82486671,1.135051676,887641.3459,975409.8728,2000977,232,118055943,1816245.277,504945.9313,2001383,25766,118055954,1762029.164,583168.2886,2001658,25385,660,66,132,680,68,272,0.559055303,0.575996373,14.43283582,7,282,38.91622925,1514.472899,13.43283582,6,281,38.91622925,1514.472899,10.41791045,2,277,38.78110898,1503.974414,0,0,0,0,0,0,0,0,3,17,134,MASTER,1,129,0,0,0,66,68,DISABLE_UNSOLICITED
34405,123,192.168.1.3-192.168.1.1-20000-40162,192.168.1.3,192.168.1.1,20000,40162,6, 16/05/2020  19:31:50 ,100,1,1,7,6,2,1000,999,997,7,7,7,-1,6,6,6,-1,2,2,2,-1,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,10070000,10050000,9990000,20000,100,-1,100,100,0,0,0,0,0,0,0,0,0,0,10,1,4,10,1,2,10000,10000,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,11,1,2,OUTSTATION,5,130,0,0,0,1,1,DNP3_INFO
1819,378,192.168.1.1-192.168.1.7-43417-20001,192.168.1.1,192.168.1.7,43417,20001,6, 15/05/2020  02:38:06 ,118058918,66,68,570,504,372,1364,1296,1024,17,8,8.636363636,2.072800882,16,7,7.636363636,2.072800882,14,5,5.636363636,2.072800882,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.38165107,15.24662457,11.82460439,1.135026496,887661.0376,979978.6641,2001346,143,118058654,1816286.985,520641.7754,2001550,31120,118058662,1762069.582,597896.3092,2001554,417,660,66,132,680,68,272,0.559042901,0.575983595,14.43283582,7,282,38.91622925,1514.472899,13.43283582,6,281,38.91622925,1514.472899,10.41791045,2,277,38.78110898,1503.974414,0,0,0,0,0,0,0,0,2,15,134,MASTER,1,129,0,0,0,66,68,DISABLE_UNSOLICITED
577,72,192.168.1.1-192.168.1.3-53048-20001,192.168.1.1,192.168.1.3,53048,20001,6, 19/05/2020  13:44:18 ,118221390,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.6486064,14.58280942,11.36850108,1.065796976,945771.12,988686.7798,2067403,293,118220697,1938044.213,260765.7383,2068164,671992,118220712,1876519.238,427893.7941,2068045,293,620,62,124,640,64,256,0.524439782,0.541357194,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,STOP_APP
24492,184,192.168.1.1-192.168.1.3-38504-20000,192.168.1.1,192.168.1.3,38504,20000,6, 16/05/2020  16:04:20 ,208,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,4841346.154,4831730.769,4802884.615,9615.384615,208,-1,208,208,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,4807.692308,4807.692308,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_ENUMERATE
2803,883,192.168.1.1-192.168.1.10-36758-20001,192.168.1.1,192.168.1.10,36758,20001,6, 15/05/2020  03:10:07 ,118059930,66,68,570,504,372,1364,1296,1024,17,8,8.636363636,2.072800882,16,7,7.636363636,2.072800882,14,5,5.636363636,2.072800882,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.38151064,15.24649388,11.82450303,1.135016766,887668.6466,973378.6662,2001058,620,118058967,1816291.8,498892.6776,2001919,18706,118059153,1762076.91,577755.6179,2001853,18968,660,66,132,680,68,272,0.559038109,0.575978658,14.43283582,7,282,38.91622925,1514.472899,13.43283582,6,281,38.91622925,1514.472899,10.41791045,2,277,38.78110898,1503.974414,0,0,0,0,0,0,0,0,2,18,134,MASTER,1,129,0,0,0,66,68,DISABLE_UNSOLICITED
38858,111,192.168.1.1-192.168.1.3-56734-20001,192.168.1.1,192.168.1.3,56734,20001,6, 19/05/2020  01:30:14 ,118143238,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.65895798,14.59245598,11.37602137,1.066502003,945145.904,1000953.896,2069195,169,118142969,1936769.984,345266.5879,2069495,65814,118142914,1875284.349,482255.6996,2069402,257,620,62,124,640,64,256,0.5247867,0.541715303,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
18435,787,192.168.1.12-192.168.1.8-43137-20003,192.168.1.12,192.168.1.8,43137,20003,6, 16/05/2020  02:26:06 ,118059697,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.974969,14.85689058,11.48571472,1.118078424,901219.0611,979230.9099,2000534,379,118058877,1844669.953,465229.7524,2001331,29973,118058795,1788769.621,555826.0506,2001416,379,650,65,130,670,67,268,0.550568921,0.567509503,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,4,16,132,MASTER,1,129,0,0,0,65,67,WARM_RESTART
11338,849,192.168.1.1-192.168.1.4-45297-20001,192.168.1.1,192.168.1.4,45297,20001,6, 15/05/2020  21:52:07 ,118061253,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97475846,14.85669477,11.48556335,1.118063689,901230.9389,983379.2542,2001172,543,118060434,1844694.281,482763.593,2002154,14583,118060434,1788794.455,570130.5399,2002039,618,650,65,130,670,67,268,0.550561665,0.567502024,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,2,12,132,MASTER,1,129,0,0,0,65,67,COLD_RESTART
38313,35,192.168.1.12-192.168.1.5-57624-20003,192.168.1.12,192.168.1.5,57624,20003,6, 19/05/2020  00:50:14 ,118407813,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.623969,14.55985003,11.35060235,1.06411897,947262.504,989728.0299,2073728,258,118407102,1941100.033,257370.3495,2074588,719998,118407200,1879479.365,426346.4598,2074445,258,620,62,124,640,64,256,0.523614096,0.540504874,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
34871,599,192.168.1.1-192.168.1.3-40638-20000,192.168.1.1,192.168.1.3,40638,20000,6, 16/05/2020  21:12:57 ,225,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,4475555.556,4466666.667,4440000,8888.888889,225,-1,225,225,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,4444.444444,4444.444444,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
39095,113,192.168.1.11-192.168.1.4-58807-20002,192.168.1.11,192.168.1.4,58807,20002,6, 19/05/2020  01:32:30 ,118398091,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.62525193,14.56104558,11.35153438,1.064206348,947184.728,997536.7416,2075685,117,118397920,1940949.508,310602.3563,2075952,206982,118397816,1879330.413,459389.4484,2075802,431,620,62,124,640,64,256,0.523657092,0.540549256,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,3,12,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
34656,379,192.168.1.1-192.168.1.3-40418-20000,192.168.1.1,192.168.1.3,40418,20000,6, 16/05/2020  20:26:01 ,10,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,100700000,100500000,99900000,200000,10,-1,10,10,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,100000,100000,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
16591,382,192.168.1.1-192.168.1.10-55604-20001,192.168.1.1,192.168.1.10,55604,20001,6, 15/05/2020  21:30:07 ,118075101,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07451515,14.93964422,11.51809305,1.134870933,887782.7143,991389.9607,2003603,186,118074779,1816535.062,565254.7396,2003899,8257,118074814,1762310.657,634218.7634,2003872,8483,660,66,132,680,68,272,0.55896628,0.575904652,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,2,18,134,MASTER,1,129,0,0,0,66,68,COLD_RESTART
17611,923,192.168.1.1-192.168.1.10-38734-20001,192.168.1.1,192.168.1.10,38734,20001,6, 16/05/2020  03:00:08 ,118059300,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97502272,14.85694054,11.48575335,1.118082184,901216.0305,979271.1815,2001774,461,118058649,1844666.391,467239.5779,2002613,20806,118058698,1788768.152,555321.603,2002357,21111,650,65,130,670,67,268,0.550570772,0.567511412,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,2,18,132,MASTER,1,129,0,0,0,65,67,WARM_RESTART
2162,242,192.168.1.1-192.168.1.9-49367-20001,192.168.1.1,192.168.1.9,49367,20001,6, 15/05/2020  00:30:02 ,118059769,66,68,570,504,372,1364,1296,1024,17,8,8.636363636,2.072800882,16,7,7.636363636,2.072800882,14,5,5.636363636,2.072800882,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.38153298,15.24651467,11.82451916,1.135018314,887667.4361,979565.3747,2000433,450,118058982,1816292.031,519113.643,2001306,23405,118058862,1762072.567,598519.0532,2001398,450,660,66,132,680,68,272,0.559038871,0.575979443,14.43283582,7,282,38.91622925,1514.472899,13.43283582,6,281,38.91622925,1514.472899,10.41791045,2,277,38.78110898,1503.974414,0,0,0,0,0,0,0,0,2,17,134,MASTER,1,129,0,0,0,66,68,DISABLE_UNSOLICITED
39047,63,192.168.1.11-192.168.1.4-58807-20002,192.168.1.11,192.168.1.4,58807,20002,6, 19/05/2020  00:42:17 ,118150284,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.65802415,14.59158575,11.37534295,1.066438401,945202.272,988208.611,2073459,118,118149993,1936885.131,257647.1281,2073732,750889,118150021,1875397.159,425874.9484,2073663,465,620,62,124,640,64,256,0.524755404,0.541682998,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,3,12,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
851,106,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  14:52:37 ,118261628,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.64328203,14.57784769,11.364633,1.065434344,946093.024,988954.5856,2203069,227,118260908,1938703.41,259854.8351,2203800,667079,118261036,1877159.302,427466.451,2203815,227,620,62,124,640,64,256,0.524261344,0.541173,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,STOP_APP
38296,18,192.168.1.12-192.168.1.5-57624-20003,192.168.1.12,192.168.1.5,57624,20003,6, 19/05/2020  00:16:07 ,118543702,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.60605894,14.54315979,11.33759092,1.062899149,948349.616,993943.0941,2081353,241,118542822,1943324.951,281210.0213,2082173,421944,118543015,1881635.159,441008.2716,2082087,241,620,62,124,640,64,256,0.523013867,0.539885282,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
656,100,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  22:08:09 ,92879983,8,7,100,92,76,2371,2364,2336,17,8,12.5,4.810702354,16,7,11.5,4.810702354,14,5,9.5,4.810702354,963,7,338.7142857,351.6900692,962,6,337.7142857,351.6900692,958,2,333.7142857,351.6900692,26.60422537,26.44272663,25.968997,0.161498738,6634284.5,13373417.36,48507863,366,92878717,13268388.14,17341601.09,49061673,587,92879617,15479936.17,17860098.43,48508230,644,80,8,16,70,7,28,0.08613266,0.075366078,164.7333333,7,963,285.3022124,81397.35238,163.7333333,6,962,285.3022124,81397.35238,160.8,2,958,284.6936198,81050.45714,1790325,2137347.123,4246974,366,21429354.25,19053058.47,48507863,7104700,1,11,15,MASTER,1,129,0,0,0,8,7,REPLAY
615,110,192.168.1.1-192.168.1.3-53048-20001,192.168.1.1,192.168.1.3,53048,20001,6, 19/05/2020  15:00:29 ,118141735,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.6591572,14.59264163,11.37616609,1.066515571,945133.88,1001190.05,2069084,252,118141039,1936738.344,349449.8561,2069903,41893,118140940,1875253.016,485092.4595,2069725,252,620,62,124,640,64,256,0.524793376,0.541722195,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,STOP_APP
15681,426,192.168.1.1-192.168.1.8-45049-20001,192.168.1.1,192.168.1.8,45049,20001,6, 15/05/2020  21:52:07 ,118059083,65,67,529,464,334,1357,1290,1022,17,5,8.138461538,1.712791244,16,4,7.138461538,1.712791244,14,2,5.138461538,1.712791244,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,15.97505208,14.85696785,11.48577446,1.118084239,901214.374,983721.3294,2002207,198,118058873,1844669.891,484526.5552,2002526,13084,118058739,1788768.773,569608.9412,2002549,13202,650,65,130,670,67,268,0.550571784,0.567512455,14.28787879,5,282,39.23243134,1539.183669,13.28787879,4,281,39.23243134,1539.183669,10.27272727,2,277,39.08946304,1527.986121,0,0,0,0,0,0,0,0,2,16,132,MASTER,1,129,0,0,0,65,67,COLD_RESTART
40406,96,192.168.1.2-192.168.1.3-40837-20000,192.168.1.2,192.168.1.3,40837,20000,6, 18/05/2020  22:04:18 ,92010934,6,5,48,42,30,496,491,471,8,8,8,0,7,7,7,0,5,5,5,0,468,7,99.2,206.1654675,467,6,98.2,206.1654675,463,2,94.2,206.1654675,5.912340809,5.7927898,5.445005047,0.119551009,9201093.4,10118022.89,29790299,46873,92010934,18402186.8,14873032.17,41915184,6587048,15407914,3851978.5,6346688.098,13293512,46873,60,6,12,50,5,20,0.065209641,0.054341368,49.45454545,7,468,138.8166875,19270.07273,48.45454545,6,467,138.8166875,19270.07273,45.54545455,2,463,138.4618096,19171.67273,899571.8333,1441776.566,3283029,0,14435583.83,10033953.15,29790299,6587048,1,11,11,MASTER,1,129,0,0,0,6,5,REPLAY
5748,20,192.168.1.12-192.168.1.3-45423-20003,192.168.1.12,192.168.1.3,45423,20003,6, 14/05/2020  23:40:01 ,118062016,65,67,556,491,361,1357,1290,1022,17,8,8.553846154,1.976666775,16,7,7.553846154,1.976666775,14,5,5.553846154,1.976666775,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,16.20334859,15.08529212,11.71418249,1.118056463,901236.7634,970378.1552,2001924,184,118061660,1844713.438,419856.1677,2002338,318058,118061705,1788813.712,521908.8182,2002249,478,650,65,130,670,67,268,0.550558107,0.567498356,14.49242424,7,282,39.2067326,1537.167881,13.49242424,6,281,39.2067326,1537.167881,10.47727273,2,277,39.069026,1526.388793,0,0,0,0,0,0,0,0,4,11,132,MASTER,1,129,0,0,0,65,67,DISABLE_UNSOLICITED
1796,91,192.168.1.12-192.168.1.5-57558-20003,192.168.1.12,192.168.1.5,57558,20003,6, 19/05/2020  12:50:16 ,118311480,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.63669054,14.57170513,11.35984437,1.06498541,946491.84,991420.2956,2070238,215,118311224,1939528.262,272816.9894,2070480,538072,118311198,1877955.524,435360.0936,2070533,338,620,62,124,640,64,256,0.52404044,0.54094497,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,4,13,126,MASTER,1,129,0,0,0,62,64,STOP_APP
31285,283,192.168.1.1-192.168.1.3-40606-20000,192.168.1.1,192.168.1.3,40606,20000,6, 16/05/2020  21:06:27 ,243,1,1,1000,999,997,7,6,2,1000,1000,1000,-1,999,999,999,-1,997,997,997,-1,7,7,7,-1,6,6,6,-1,2,2,2,-1,4144032.922,4135802.469,4111111.111,8230.452675,243,-1,243,243,0,0,0,0,0,0,0,0,0,0,10,1,2,10,1,4,4115.226337,4115.226337,503.5,7,1000,702.1570337,493024.5,502.5,6,999,702.1570337,493024.5,499.5,2,997,703.5712473,495012.5,0,0,0,0,0,0,0,0,0,0,2,MASTER,5,130,0,0,0,1,1,DNP3_INFO
1617,176,192.168.1.11-192.168.1.7-41065-20002,192.168.1.11,192.168.1.7,41065,20002,6, 15/05/2020  00:58:03 ,118049005,65,67,556,491,361,1357,1290,1022,17,8,8.553846154,1.976666775,16,7,7.553846154,1.976666775,14,5,5.553846154,1.976666775,282,7,20.25373134,54.57864586,281,6,19.25373134,54.57864586,277,2,15.25373134,54.57864586,16.20513447,15.08695478,11.71547359,1.118179692,901137.4427,976185.5662,2001290,203,118048658,1844510.281,452327.3804,2001585,11861,118048729,1788617.106,543282.1997,2001552,11992,650,65,130,670,67,268,0.550618788,0.567560904,14.49242424,7,282,39.2067326,1537.167881,13.49242424,6,281,39.2067326,1537.167881,10.47727273,2,277,39.069026,1526.388793,0,0,0,0,0,0,0,0,3,15,132,MASTER,1,129,0,0,0,65,67,DISABLE_UNSOLICITED
38121,83,192.168.1.1-192.168.1.3-56734-20001,192.168.1.1,192.168.1.3,56734,20001,6, 19/05/2020  02:26:22 ,118059805,62,64,514,452,328,1336,1272,1016,17,8,8.290322581,1.603143396,16,7,7.290322581,1.603143396,14,5,5.290322581,1.603143396,282,7,20.875,55.78459138,281,6,19.875,55.78459138,277,2,15.875,55.78459138,15.67002419,14.60276849,11.38406082,1.067255701,944478.44,986002.8945,2000697,273,118059013,1935393.656,250147.8385,2001487,929934,118059049,1873953.159,421340.9051,2001447,273,620,62,124,640,64,256,0.525157567,0.542098134,14.68253968,7,282,40.1193521,1609.562413,13.68253968,6,281,40.1193521,1609.562413,10.66666667,2,277,39.97359128,1597.888,0,0,0,0,0,0,0,0,2,11,126,MASTER,1,129,0,0,0,62,64,INIT_DATA
17510,822,192.168.1.1-192.168.1.5-41050-20001,192.168.1.1,192.168.1.5,41050,20001,6, 16/05/2020  02:34:07 ,118059049,66,68,534,468,336,1364,1296,1024,17,5,8.090909091,1.742917737,16,4,7.090909091,1.742917737,14,2,5.090909091,1.742917737,282,7,20.05882353,54.19365011,281,6,19.05882353,54.19365011,277,2,15.05882353,54.19365011,16.07670074,14.9416755,11.51965912,1.135025236,887662.0226,972967.304,2000432,415,118058062,1816277.877,495250.1667,2001280,33942,118058016,1762059.94,576602.5328,2001347,415,660,66,132,680,68,272,0.559042281,0.575982956,14.1641791,5,282,38.94959033,1517.070587,13.1641791,4,281,38.94959033,1517.070587,10.14925373,2,277,38.80750789,1506.022669,0,0,0,0,0,0,0,0,2,13,134,MASTER,1,129,0,0,0,66,68,WARM_RESTART
